	FW_F1	FW_M1	FW_M2	FW_F2	FW_M3	FW_F3	FW_F4	FW_M4	FW_F5	FW_F6	FW_M5	FW_M6	FW_M7	FW_M8	FW_F7	FW_F8	FW_M9	FW_F9	OC_M1	OC_F1	OC_M2	OC_M3	OC_F2	OC_M4	OC_F3	OC_F4	OC_M5	OC_M6	OC_M7	OC_F5	OC_M8	OC_F6	OC_F7	OC_M9	OC_F8	OC_M10
rassf7a_LG19	55.91737847	44.44970951	37.11524628	40.15459475	51.86899092	55.18658744	81.40166387	60.63578459	60.86551779	69.59868215	60.99134861	38.93756493	63.51845265	48.30164884	54.89710733	55.16066631	50.74458586	69.59430927	41.98990877	59.08463728	42.58387547	96.9750751	64.08475487	57.95631423	85.93540335	62.81128718	62.39331295	92.76159451	56.36212113	85.83770909	47.97874542	102.1582864	73.32549595	104.6263334	76.47389291	105.3373513
RASSF8_LG19	18.17890082	10.76150862	11.49587274	4.226799448	10.30509753	9.681857445	15.04752361	7.886156956	8.722765289	10.4224316	12.99223994	7.443946237	12.24238333	14.95460302	9.921163975	9.657759758	8.85079986	10.77955334	9.221313298	8.486411317	8.154359133	9.69750751	6.045731592	7.620553429	8.456409372	8.192776589	10.39888549	12.29987993	6.831772258	7.579940898	9.887511725	6.883005115	8.086019603	5.555380537	7.584187727	8.795990641
rassf9_LG19	6.903380058	3.431205646	3.448761822	3.566362034	5.324300392	18.15348271	10.69643245	4.731694173	18.02704826	12.39111313	5.593881086	3.817408327	7.451885506	5.328651651	8.102283913	8.357676714	6.048046571	11.53601322	4.610656649	9.12689519	2.491609735	4.940239675	7.55716449	4.612440233	10.0562706	14.67872472	5.709192035	11.9582166	2.927902396	11.06261645	4.21434926	13.04148338	7.167153739	12.03665783	8.848219015	14.80300864
rccd1_LG19	9.434619412	35.24783982	28.90390861	22.45487207	46.71644215	10.40799675	10.15254605	46.79119794	11.63035372	10.76984599	61.17179639	44.09106617	79.48677873	45.55137702	17.52738969	12.0721997	83.78757201	14.56185276	24.0412811	18.73415328	96.9462697	57.63612954	16.92804846	53.14333312	12.57033826	13.65462765	49.34373116	48.68702474	61.48595032	17.41337774	43.27812509	12.49808823	16.35581238	80.3215436	16.27440283	66.93534342
rcn2_LG19	13.80676012	6.7064474	6.240616631	11.22743603	7.385319899	18.39552915	17.76695559	10.51487594	21.90383284	23.16095912	8.30059774	9.161779984	9.22614396	7.219463527	19.01556429	15.60099653	12.98117313	17.02034738	5.104655576	21.45620974	5.889259374	8.233732792	17.23033504	10.22758486	11.65613184	22.01808708	13.45738122	8.370751622	4.147861728	11.88206952	7.780337095	17.93203964	16.17203921	9.49044175	14.69436372	11.58496328
RELN_LG19	11.50563343	5.770664041	6.240616631	4.35888693	2.919777635	6.293207339	11.9655007	4.906942106	6.784373002	10.07501722	3.428507762	2.672185829	4.258220289	8.078923471	6.448756584	7.057593669	2.360213296	8.321058717	2.140662016	6.725080666	0.906039904	3.476464957	4.836585274	5.414603752	5.256686907	10.07028789	4.281894026	4.270791644	1.951934931	6.350761293	4.700620328	6.701873401	7.350926912	3.935061214	10.27025421	0.643609071
rfwd3_LG19	1.840901349	1.715602823	2.956081562	5.019324344	0.515254877	0.484092872	3.444613839	0.700991729	2.90758843	2.316095912	1.263134439	0.954352082	0.709703382	1.031351932	2.976349192	2.600166089	1.180106648	2.080264679	2.140662016	2.561935492	0.679529928	0.36594368	3.325152376	1.403786158	4.342480488	2.389559839	0.815598862	1.708316658	0.243991866	1.843769408	1.620903561	1.086790281	3.124143938	0.694422567	2.370058665	1.930827214
rhcgl1_LG19	2.071014017	0.467891679	0.164226753	1.056699862	0	0.968185744	6.345341282	23.307975	0.775356915	0.694828774	0	5.153501241	1.241980918	0.515675966	0.496058199	0.742904597	1.622646641	2.080264679	1.811329398	1.120846778	0.906039904	0.36594368	6.650304751	1.604327038	2.97117086	6.99799667	1.019498578	0.170831666	3.415886129	1.024316338	1.134632493	13.22261509	2.021504901	1.388845134	2.054050843	4.076190785
ric8b_LG19	33.59644961	24.4863312	24.14133276	32.22934579	30.74354098	35.82287255	35.35261571	33.64760301	39.54320264	36.94172979	26.52582321	32.06622994	30.33981956	26.12758229	35.22013211	37.33095599	38.0584394	31.96043007	25.8526105	35.70697592	33.29696646	27.44577597	29.01951164	28.87788668	35.19694712	35.1606662	27.93426103	37.24130313	25.86313783	25.81277171	28.85208339	33.14710358	40.79764436	34.02670579	32.86481348	36.90025342
rnf103_LG19	41.65039301	30.72488692	39.08596732	37.77702006	51.52548767	52.2820302	68.89227677	76.75859437	75.7911384	84.42169598	71.99866301	58.59721781	79.66420458	55.0054364	62.00727484	64.44697377	72.13401886	70.91811407	25.52327788	37.46830657	27.18119711	37.14328348	41.71554798	41.11088034	32.22577626	33.11247205	41.18774254	39.29128312	27.81507276	32.163533	36.63242049	28.25654731	42.08405657	31.48048971	31.28477437	47.41253492
rnf141_LG19	9.664732081	5.770664041	8.868244686	17.83181017	7.213568274	12.82846111	12.87197803	5.9584297	12.98722832	10.5382364	5.593881086	9.161779984	9.935847342	5.672435629	15.0470987	12.25792585	9.145826522	16.45300246	6.751318665	9.447137126	5.209729446	6.404014394	12.69603634	8.021635188	10.28482221	9.046190817	8.155988621	4.954118307	3.415886129	9.833436841	4.700620328	7.426400255	17.27467824	3.703587025	11.5342855	5.577945285
rufy1_LG19	40.72994234	33.3762731	38.1006068	33.15395817	36.06784137	38.24333691	48.76848014	41.53375997	48.84748562	43.42679835	47.27731756	38.17408327	44.53388719	35.92542565	41.00747776	43.27419276	45.13907929	50.68281219	39.19058152	43.23266142	47.56709495	47.20673467	62.57332198	38.5038489	39.08232439	49.49802523	50.77102916	53.81197471	43.67454408	55.5179455	47.33038399	53.79611892	48.88366397	50.92432159	46.29514592	51.91779842
rxfp3b_LG19	2.761352023	1.091747251	1.149587274	1.320874827	1.54576463	2.420464361	5.438863956	2.803966918	0.581517686	3.589948663	3.248059985	0.954352082	4.790497825	1.890811876	1.653527329	1.485809194	4.720426592	2.647609592	0.658665236	3.842903238	1.359059856	4.391324156	7.25487791	1.203245278	1.828412837	1.53614561	3.058495733	4.099959978	0.487983733	5.326444955	3.403897479	5.071687979	14.51808065	1.851793512	3.002074309	3.861654428
scaper_LG19	14.26698545	6.082591827	7.390203905	10.96326107	4.980797141	11.61822893	15.04752361	7.009917294	8.52892606	10.5382364	7.217911078	3.817408327	8.161588888	6.188111595	17.03133149	17.27253188	5.310479916	6.808138951	6.751318665	10.24774197	3.397649639	6.586986233	7.55716449	8.422716947	16.68426714	16.04418749	7.340389759	8.541583288	6.343788525	4.302128618	3.565987835	11.77356138	11.57770989	8.333070805	12.48230897	6.436090713
sema4ba_LG19	5.752816715	4.834880683	2.463401302	1.981312241	6.011306895	6.777300211	6.889227677	2.803966918	8.141247603	6.600873349	2.706716654	3.435667494	1.596832608	4.984867674	7.440872981	5.571784476	3.392806613	3.782299417	4.610656649	5.283991952	1.359059856	4.025380476	5.441158433	5.013521993	10.51337381	9.216873663	4.281894026	5.979108301	4.147861728	2.253495943	3.890168547	6.15847826	6.064514703	5.092432159	5.530136884	5.14887257
sephs1_LG19	18.86923882	38.99097325	45.32658395	55.60883023	21.98420807	22.99441143	13.41586442	15.59706598	13.76258523	23.6241783	20.02970324	34.16580452	12.06495749	16.67352291	26.62179	27.48747008	23.15959297	20.99176176	40.50791199	21.61633071	32.39092656	19.94393054	18.43948136	21.25733325	18.74123158	18.60443017	24.26406615	13.49570159	23.66721104	19.46201041	18.80248131	14.85280051	15.25317334	13.65697715	31.44277828	14.15939957
shank3a_LG19	0.920450674	7.018375186	6.076389878	0.264174965	7.557071525	2.178417925	0.725181861	3.504958647	0.581517686	2.663510299	7.759254409	3.62653791	6.209904589	3.953515741	0.992116397	0.371452298	6.048046571	0.189114971	2.140662016	0.640483873	2.491609735	3.110521277	2.418292637	3.609735835	2.285516046	2.218876993	6.320891181	2.904138318	3.415886129	0.204863268	5.511072109	1.267921995	0.367546346	7.870122427	1.106027377	2.145363571
SLC16A2_LG19	1.380676012	2.651386181	1.313814028	2.509662172	2.919777635	3.872742978	4.89497756	2.803966918	1.938392286	6.369263757	2.165373324	2.09957458	1.419406763	3.953515741	1.322821863	2.971618387	2.655239958	0.756459883	8.891980681	5.924475825	6.342279326	7.318873593	10.27774371	10.42812574	8.227857767	10.41165358	10.19498578	8.712414954	6.587780392	3.072949013	9.563331013	7.426400255	5.145648839	6.712751482	6.162152528	6.865163427
slc28a1_LG19	154.4056006	125.2390061	170.7958236	245.9468929	275.8331106	397.6822945	233.5085592	146.1567756	476.0691455	247.2432386	161.6812082	259.3928958	249.6381645	200.4260589	377.9963474	176.9970202	269.2118291	262.3024646	229.7095009	464.8311708	406.8119168	255.4286884	473.3807837	221.9987538	311.5158371	152.590464	227.3481828	298.2720884	248.1397281	514.2068015	242.0009017	310.8220204	726.4553521	217.3542635	360.248917	526.257684
slc2a13b_LG19	24.85216821	4.67891679	6.733296891	11.22743603	5.667803643	13.07050755	26.46913792	13.31884286	19.38392286	23.27676391	12.09000106	9.161779984	12.77466087	11.86054722	19.67697522	25.63020859	13.12868646	24.39583124	5.763320812	16.6525807	4.077179567	12.99100063	21.16006057	9.425421346	17.59847356	19.4578444	10.19498578	11.27488994	6.587780392	20.48632675	11.18423457	25.72070332	20.76636853	12.49960621	14.69436372	14.80300864
slco3a1_LG19	26.69306956	13.4128948	14.4519543	15.45423548	12.88137192	25.41487579	27.19431978	8.587148685	22.09767206	21.77130157	12.99223994	10.11613207	8.161588888	14.09514308	20.99979708	23.95867325	7.818206543	20.61353182	11.0326427	17.61330651	5.209729446	10.61236671	17.53262162	8.623257827	17.36992195	26.45584107	8.767687767	14.69152325	6.343788525	13.72583892	11.18423457	26.08296675	18.74486363	10.87928688	25.75463749	10.29774514
spam1_LG19	4.602253372	3.275241753	1.642267534	0.660437414	1.374013004	7.019346647	7.251818608	1.401983459	5.233659173	2.547705503	2.3458211	4.199149159	1.951684299	3.953515741	3.141701925	5.943236774	2.507726627	3.782299417	1.811329398	0.480362905	0	0	1.209146318	1.804867917	0	1.877511302	0	0.341663332	0.243991866	0.204863268	0.162090356	2.173580563	2.389051246	1.157370945	2.370058665	0.643609071
spg11_LG19	32.67599894	15.75235319	18.06494288	33.94648306	15.28589467	28.8035259	48.9497756	19.45252049	37.2171319	44.5848463	26.34537544	15.07876289	20.04912053	22.8616345	33.07054658	31.94489766	22.42202631	39.52502891	15.47863304	30.58310493	10.41945889	17.74826846	36.87896271	22.05949677	38.16811798	39.76910303	20.79777098	18.79148323	11.71160959	42.81642291	17.0194874	37.31313299	34.54935649	17.82351256	34.76086042	18.021054
spty2d1_LG19	7.363605395	10.29361694	11.00319248	14.66171058	8.415829652	10.16595032	7.433114073	8.236652821	11.04883603	10.76984599	7.939702186	8.780039151	12.41980918	8.766491426	13.22821863	11.14356895	10.03090651	9.644863513	7.903982827	6.564959698	13.59059856	9.88047935	8.766310808	8.823798707	8.456409372	7.168679516	7.952088905	7.174929962	5.855804793	6.760487828	7.780337095	7.426400255	9.556204986	7.17569986	4.740117329	7.079699784
sspn_LG19	6.44315472	5.614700148	4.926802603	1.45296231	3.778535762	3.14660367	5.076273025	15.77231391	1.938392286	4.284777437	3.608955539	5.153501241	6.209904589	5.844327617	2.314938261	3.714522984	6.490586564	5.106104213	3.128659869	5.123870984	2.491609735	4.208352316	3.022865796	4.211358474	6.39944493	10.24097074	2.854596017	9.566573282	6.099796659	8.604257236	5.511072109	9.056585677	4.043009802	8.796019183	4.740117329	4.719799856
ST7_LG19	4.602253372	4.522952897	6.240616631	5.679761758	5.496052018	7.987532392	5.438863956	6.659421429	5.62133763	6.021849371	4.15029887	4.771760408	3.548516908	7.219463527	7.771578447	5.014606028	5.162966585	7.564598834	3.457992487	5.283991952	4.98321947	4.940239675	5.441158433	3.208654075	6.627996535	5.803216751	4.689693457	3.929128312	4.391853594	7.989667433	5.673162465	5.977346547	4.410556147	3.009164457	6.47816035	5.792481642
st8sia2_LG19	8.744281406	6.23855572	3.612988576	3.302187068	2.404522758	4.840928722	8.520886864	2.453471053	6.396694545	6.485068553	3.428507762	1.908704163	2.838813526	3.265947786	3.637760124	5.386058327	2.212699965	4.727874271	1.975995707	7.525685507	0.679529928	3.476464957	4.534298694	2.005408797	5.256686907	6.99799667	2.650696302	3.245801649	2.195926797	7.170214363	2.593445698	3.984897698	3.859236629	3.240638646	4.740117329	1.716290857
stx3a_LG19	54.53670246	49.44055408	27.09741432	49.79698099	46.88819378	76.97076669	67.26061759	76.75859437	80.05560143	69.71448694	78.49478298	70.81292446	68.84122801	61.19354799	70.10955876	68.7186752	108.4222983	55.7889164	24.86461264	39.54987916	47.34058497	50.13428411	46.55213326	39.5065533	25.14067651	27.99198668	34.45905192	40.82876812	39.77067422	23.55927576	44.25066723	40.39237212	48.33234445	43.74862173	36.0248917	50.41604392
swap70b_LG19	16.33799947	5.926627934	6.240616631	5.019324344	5.324300392	10.89208963	20.8489785	12.09210733	14.15026369	12.04369874	7.759254409	11.07048415	4.967923671	7.735139494	11.90539677	16.52962728	7.080639888	16.45300246	6.092653429	13.1299194	4.303689543	4.757267835	12.39374976	6.61784903	9.827719	17.06828456	5.097492888	6.320771633	4.879837327	13.52097566	6.159433533	15.03393222	9.18865864	3.472112836	10.1122503	6.221554356
syt8_LG19	84.68146204	23.23862006	14.4519543	17.43554772	39.33112225	58.3331911	38.07204769	20.15351222	44.19534413	40.41587366	29.23253987	26.14924704	13.83921594	11.51676325	36.21224851	34.3593376	27.43747957	41.22706365	20.74795492	41.47133077	18.57381803	25.79902941	40.20411509	31.88599987	69.0225846	67.07835832	29.15765932	26.82057152	18.54338184	37.48997795	35.82196871	46.18858695	33.99803697	44.21157011	42.66105596	29.82055364
sytl4_LG19	24.85216821	33.68820089	46.14771772	22.45487207	34.86557999	35.33877967	44.7799799	31.19413196	44.38918336	36.94172979	40.23985426	30.73013703	36.01744661	33.69082979	31.58237199	33.80215915	29.20763954	42.36175347	33.59192702	25.45923395	32.39092656	27.81171965	41.71554798	28.87788668	45.02466612	59.22694743	39.14874538	39.97460979	41.96660101	46.91368826	44.7369383	36.95086956	19.84750266	32.17491228	35.55087997	38.61654428
tbc1d2b_LG19	21.86070352	22.3028367	21.67793146	14.00127317	24.90398571	16.94325053	17.22306919	18.92677669	13.568746	18.06554811	23.458211	22.33183871	25.37189589	23.89298644	21.99191348	19.31551952	19.61927302	13.04893299	24.69994634	19.53475813	18.57381803	22.68850814	19.95091425	19.05138357	26.74053774	26.11447538	15.29247866	25.79558153	17.56741438	15.36474506	22.5305595	11.77356138	14.33430748	20.13825445	17.85444194	16.94837221
tes_LG19	36.35780164	18.55970327	29.56081562	49.40071854	15.62939793	31.70808313	22.48063768	12.79309906	24.81142127	25.59285983	15.33806104	20.61400496	19.51684299	15.64217098	40.01536137	42.53128817	13.42371312	41.03794867	22.06528539	28.82177428	10.64596887	15.91855006	24.78749953	12.03245278	24.22647009	27.99198668	11.01058464	12.4707116	7.319755991	25.40304517	15.39858383	23.00372762	31.24143938	16.8976158	33.97084086	7.937845213
th_LG19	2.071014017	1.091747251	0.49268026	0.660437414	3.263280886	4.114789414	3.807204769	0.525743797	0.969196143	2.200291116	0.180447777	2.09957458	0.532277536	18.56433478	1.15746913	2.042987641	2.212699965	2.647609592	8.562648063	5.924475825	0.226509976	0.548915519	2.116006057	2.406490556	5.713790116	4.096388295	1.83509744	2.733306652	0.975967465	3.892402083	1.782993918	3.260370844	2.021504901	4.629483781	1.106027377	0.643609071
tln2a_LG19	10.58518275	8.733978009	5.091029357	5.28349931	8.759332904	9.197764573	5.982750351	7.360413159	4.458302259	5.674434984	6.496119971	6.871334988	6.564756279	12.37622319	4.133818323	7.986224415	9.440853184	6.61902398	6.092653429	8.966774221	7.927849158	7.867789112	6.045731592	9.224880466	4.799583698	5.973899596	8.767687767	9.224909951	6.831772258	5.73617149	8.104517807	4.528292839	4.778102493	5.323906348	7.110175994	4.719799856
tmed6_LG19	81.68999735	26.20193403	24.30555951	33.94648306	52.89950067	106.9845248	64.17859468	32.24561955	94.7873828	82.33720966	46.73597423	24.62228371	39.21111183	29.56542206	43.15706329	39.55966978	30.97779951	96.44863513	22.2299517	25.77947589	17.21475817	33.11790301	48.36585274	30.28167283	60.33762363	81.41571736	40.98384282	57.39943969	13.17556078	87.47661523	45.70948043	65.5696803	39.8787785	51.61874415	65.09761132	45.05263499
tmem17a_LG19	0	2.495422288	1.642267534	0.924612379	1.889267881	0.242046436	2.538136513	4.381198309	1.163035372	0.926438365	3.248059985	2.09957458	3.371091062	2.234595854	1.322821863	1.485809194	1.917673303	1.512919767	2.634660942	2.561935492	5.209729446	6.038070714	4.534298694	3.810276714	2.514067651	3.584339758	3.058495733	3.416633315	2.927902396	5.121581688	3.403897479	4.166029411	3.675463456	4.166535403	3.476086042	2.145363571
tmem17b_LG19	1.840901349	1.55963893	1.642267534	1.320874827	1.374013004	1.210232181	0.36259093	0.876239662	2.713749201	1.158047956	1.624029993	1.526963331	1.419406763	0.859459944	2.81099646	1.857261492	1.47513331	1.134689825	0	0.320241936	0.226509976	0.18297184	0	0.401081759	0	0.170682846	0.611699147	0.341663332	0.975967465	0	1.134632493	0.362263427	0.551319518	0.694422567	0.158003911	1.072681786
tmem263_LG19	9.894844749	10.91747251	8.704017933	7.132724068	7.041816648	10.65004319	11.78420524	14.54557839	10.66115757	14.24398986	11.90955328	11.07048415	10.82297657	13.40757512	11.74004404	9.843485907	13.86625311	11.91424316	12.34997317	10.24774197	8.833889061	14.27180351	11.18460345	10.8292075	12.11323505	12.80121342	13.66128094	9.737404948	7.563747857	9.833436841	8.42869852	16.48298593	9.923751331	11.80518364	12.79831679	16.73383585
tmem86a_LG19	0.690338006	1.715602823	1.149587274	0.528349931	1.889267881	2.420464361	4.169795699	5.257437971	1.3568746	3.589948663	1.624029993	2.290444996	2.483961835	3.953515741	1.984232795	1.857261492	3.540319944	2.080264679	1.646663089	2.241693555	1.359059856	2.378633918	0.604573159	3.008113196	1.828412837	3.755022603	3.262395448	4.44162331	3.415886129	1.229179605	2.269264986	2.53584399	1.653958555	4.398009592	2.528062576	2.359899928
tmtc3_LG19	25.77261888	9.045905795	19.21453015	28.39880879	9.618091031	17.66938984	17.76695559	8.587148685	13.37490678	15.28623302	9.924627733	8.207427902	10.29069903	9.969735347	18.35415335	26.00166089	5.605506578	20.42441685	14.32596887	12.48943552	5.662749398	7.867789112	13.90518266	7.420012549	20.11254121	20.31125863	7.544289474	10.76239494	6.587780392	12.90638585	9.887511725	14.12827366	19.47995632	10.87928688	19.27647714	5.792481642
TNNI2a_LG19	5.982929383	1.247711144	1.313814028	2.377574689	0.343503251	1.452278617	5.982750351	12.96834699	3.489106115	1.273852751	1.263134439	3.62653791	1.241980918	2.234595854	2.149585528	4.828879879	2.95026662	3.025839534	2.96399356	1.761330651	1.585569832	0.914859199	3.325152376	13.43623894	2.97117086	5.46185106	1.223398293	1.366653326	1.219959332	2.868085745	0.972542137	3.622634271	0.918865864	0.925896756	2.528062576	1.287218143
TNNI2b_LG19	37.96859032	46.32127622	7.882884166	1.45296231	3.778535762	29.77171164	39.34111595	799.6563153	6.978212231	212.5017999	5.593881086	47.71760408	59.26023236	71.16328334	27.77925913	24.51585169	8.998313191	5.673449125	26.51127573	15.37161295	72.70970227	8.599676471	321.9352073	122.1293957	4.571032093	126.1346229	61.16991466	0.854158329	4.391853594	8.809120503	16.37112597	3.984897698	20.21504901	22.91594471	123.5590584	9.010526998
tnni2a1_LG19	520.744969	98.41321649	61.58503254	113.4631477	60.28482057	221.9565819	540.9856681	58.88330527	171.3538781	55.1230827	18.58612103	447.7819967	73.98657753	81.99247863	230.9977679	286.0182698	226.4329631	452.1738953	182.285604	289.0183477	28.76676694	109.6001321	165.0484725	209.1641375	251.4067651	580.6630408	58.51921835	187.2315057	190.8016395	262.2249824	300.839701	582.5195908	160.8015262	236.335147	192.9227753	202.9513938
tnni2a2_LG19	151.4141359	31.3487425	24.46978626	30.24803355	33.31981536	89.31513493	244.2049916	35.2248344	63.38542776	48.29059976	9.563732179	162.6215947	39.92081521	42.28542923	83.83383559	82.09095794	102.521765	146.7532174	68.33651819	124.5741133	12.45804868	40.80272028	68.31676699	64.97524502	126.1604858	309.6186819	28.13816074	104.2073161	84.90916949	85.83770909	93.03986443	361.3577685	45.75952003	86.80282089	65.72962697	91.17795177
tnnt3a_LG19	418.3448315	177.798838	84.74100478	94.44255016	52.3842458	161.2029265	422.7810248	1334.863501	73.0773892	352.8572122	16.78164326	547.6072244	160.7478159	297.2012485	158.7386236	237.9151971	170.8204373	233.1787591	260.1727681	192.7856458	116.6526376	66.60174969	507.5391671	318.0578352	170.0423939	559.1570022	130.6997176	142.3027776	219.3486879	152.8279976	287.2241111	303.9390153	86.55716439	149.5323261	291.3592118	80.0220612
tp53i11b_LG19	5.522704046	3.587169539	2.299174548	4.226799448	3.263280886	5.082975159	4.351091165	1.752479324	3.295266887	3.705753459	1.984925547	2.863056245	1.596832608	2.75027182	4.464523789	4.457427581	2.802753289	2.458494621	1.317330471	4.483387111	0.679529928	1.829718398	3.627438955	3.208654075	2.97117086	3.413656912	2.242896871	2.049979989	1.463951198	2.45835921	2.269264986	2.354712276	3.491690283	2.083267701	3.634089953	1.072681786
tpm3_LG19	2240.837167	1984.796502	2298.681868	1631.940849	2222.809538	2100.236926	1501.489043	2850.933363	2372.20448	2162.422948	2064.142121	1959.284824	2080.672889	1578.827917	1886.013272	2339.592301	2127.43726	2631.723934	1702.978967	2070.043877	1861.005962	1569.34947	1798.302862	1716.228848	1161.042152	1336.105315	1855.283512	1518.010182	1310.236322	2515.720925	2067.138312	1122.110965	1428.652645	1739.528531	2464.703007	1229.507863
trim44_LG19	13.57664745	4.522952897	5.747936371	14.00127317	4.63729389	10.89208963	15.22881908	6.133677632	13.568746	8.569554874	7.037463301	6.680464571	8.339014733	6.360003584	14.22033503	12.443652	8.260746536	16.45300246	7.080651283	13.6102823	5.209729446	5.855098874	16.92804846	8.823798707	6.627996535	13.82531049	7.544289474	6.662434964	9.759674654	17.82310427	6.483614246	13.94714194	15.43694652	9.49044175	14.06234808	9.225063355
trpm1b_LG19	3.681802697	9.981689153	0.821133767	0.660437414	0.515254877	7.50343952	3.625909304	13.14359493	3.295266887	3.242534276	0.360895554	6.298723739	2.129110145	29.0497461	2.480290994	1.671535343	2.802753289	2.26937965	3.128659869	6.725080666	6.342279326	1.829718398	9.975457127	6.41730815	1.371309628	5.291168214	4.689693457	2.904138318	6.099796659	1.63890614	4.21434926	1.992448849	0.551319518	3.009164457	3.950097774	1.287218143
trpt1_LG19	18.63912616	16.84410045	15.10886132	21.3981722	15.11414305	21.54213281	21.21156943	26.98818158	35.66641807	22.00291116	27.4280621	28.0579512	18.80713961	18.3924428	21.82656074	17.27253188	27.28996624	24.0176013	1.152664162	0.640483873	12.45804868	0.548915519	0.30228658	0.601622639	10.0562706	0.682731382	0.203899716	10.07906828	11.22362585	13.72583892	15.8848549	16.66411765	15.43694652	14.58287391	11.5342855	12.87218143
tsg101a_LG19	84.91157471	91.86273298	92.45966219	122.313009	90.16960342	74.79234876	80.13259562	89.20119757	90.716759	105.4981688	96.53956067	109.559619	112.6654118	86.63356233	98.38487608	92.8630746	110.7825116	98.71801478	96.32979071	142.0272988	119.1442473	106.3066389	105.8003029	100.069899	97.82008679	93.87556509	102.1537575	107.2822861	100.7686408	100.5878643	91.41896087	103.6073401	141.8728894	84.25660481	92.43228792	113.0606602
tspan18b_LG19	21.40047818	12.47711144	10.18205871	10.6990861	10.47684916	26.38306154	20.48638757	7.360413159	16.86401289	14.82301384	9.202836625	5.72611249	5.500201207	15.47027899	16.03921509	21.91568561	9.440853184	20.42441685	9.715312225	16.01209682	4.756709495	8.965620151	14.8120424	10.22758486	11.19902863	17.92169879	9.991086061	11.10405827	4.635845461	19.66687368	8.42869852	14.12827366	13.04789527	6.249803104	14.3783559	3.647118071
tspan3a_LG19	117.5875736	41.79832333	43.52008966	79.91292706	70.76166973	160.7188336	82.67073213	52.57437971	101.765595	99.01310023	51.78851199	53.25284616	48.96953333	36.09731764	100.5344616	80.4194226	62.54565234	111.9560627	47.58856327	117.5287907	43.48991538	62.21042554	121.519205	75.60391165	82.27857767	114.6988723	71.16100072	53.29947972	35.86680435	95.46628266	51.3826429	108.6790281	114.1231403	50.6928474	93.5383153	81.95288841
ttc9c_LG19	22.55104152	18.24777548	23.977106	18.3601601	19.06443044	18.87962202	16.49788733	16.99904944	24.61758204	16.56008577	19.30791213	19.65965288	21.1136756	20.28325467	22.98402988	17.27253188	19.32424636	27.79990071	32.60392916	30.90334687	33.52347644	28.36063517	33.85609691	27.6746414	22.62660886	30.21086367	34.86685135	27.67472985	26.8391053	35.03161874	25.77236663	34.23389386	29.0361613	31.01754133	33.02281739	26.38797192
ube2nb_LG19	8.284056069	5.614700148	5.583709617	16.51093534	6.011306895	11.61822893	8.702182329	4.906942106	9.304282974	9.959212421	4.511194424	5.72611249	4.258220289	5.672435629	6.283403851	9.100581311	5.457993247	10.4013234	5.104655576	10.5679839	2.944629687	5.489155195	9.370883968	3.208654075	7.085099744	9.216873663	4.689693457	6.491603299	2.927902396	9.423710306	8.266608163	12.31695652	8.086019603	9.721915939	9.796242481	4.076190785
uevld_LG19	16.56811214	12.94500312	17.90071613	17.96389765	14.42713655	18.39552915	11.24031884	24.00896673	14.34410292	15.865257	13.17268772	26.72185829	15.08119686	9.282167392	15.87386236	13.74373504	16.37397974	18.1550372	18.60729291	17.45318554	12.91106863	11.52722591	16.3234753	15.24110686	16.45571553	21.67672139	8.767687767	12.4707116	9.515682788	17.61824101	13.12931885	23.00372762	10.65884402	12.26813202	11.69228941	15.44661771
unc45a_LG19	65.35199788	59.57820713	71.6028645	122.4450965	58.56730432	57.84909823	43.87350258	42.93574343	53.88730556	50.02767169	45.47283979	62.60549656	53.76003115	41.76975327	71.76308608	79.30506571	55.16998579	69.21607933	63.06719631	60.04536309	60.93118353	52.69588987	60.15502934	45.32223881	74.27927151	50.35143946	50.36322973	45.44122309	40.50264981	68.83405788	51.54473325	45.4640601	75.53077402	49.53547645	80.10798287	50.20150756
ush1c_LG19	257.2659635	143.9546732	210.5386979	629.9252052	156.4657309	287.7932125	224.9876723	118.2923543	331.2712417	226.050961	199.5752413	218.9283675	205.8139807	160.7190095	439.6729168	429.7703092	186.1618237	437.0446976	165.3249741	374.0425818	178.716371	182.4229243	293.5202688	145.3921378	267.1768258	182.2892791	152.7208869	121.9738093	137.3674208	398.8687818	147.6643144	249.2372378	473.5834663	128.2367007	330.3861779	175.9198128
wee1_LG19	7.363605395	17.00006434	17.24380911	14.79379807	11.85086216	9.197764573	9.246068725	8.587148685	7.753569145	7.527311713	11.36820995	17.17833747	11.7101058	12.72000717	6.779462049	10.40066435	12.3911198	6.051679067	19.75995707	7.045322603	16.08220829	12.25911327	7.85945107	8.422716947	11.42758023	7.680728052	11.01058464	15.37484992	13.41955265	9.628573573	14.58813205	6.701873401	7.167153739	11.57370945	6.636164261	13.08671778
wnk1a_LG19	38.19870299	38.05518989	38.59328706	34.07857055	33.83507024	32.91831531	39.88500234	26.98818158	24.03606435	33.35178113	38.25492872	31.49361869	34.59803985	37.12866957	30.92096105	34.7307899	26.25737292	16.83123241	32.60392916	30.42298397	27.86072704	31.28818461	26.601219	28.47680492	35.65405032	33.79520343	28.74985989	32.79967983	41.23462541	21.51064309	35.33569764	29.70560102	36.38708822	32.86933484	28.91471571	24.88621742
