taylors_drinks_sold	day	day_of_the_week	year	days_to_final	gameday	boys_in_bar	girls_in_bar	temperature	cost_of_market_basket_pbr
3742	306	Friday	4	14	0	446	418	36.00926726	3.18
3794	307	Saturday	4	13	0	455	412	51.07425602	4.25
2954	308	Sunday	4	12	0	455	430	43.90071059	2.63
4001	309	Monday	4	11	0	452	433	34.75568027	5.58
6913	310	Tuesday	4	10	0	451	405	40.74958211	4.92
5175	311	Wednesday	4	9	0	456	409	32.82304497	3.49
3014	312	Thurday	4	8	0	454	429	44.32361183	4.44
2729	313	Friday	4	7	0	465	425	44.73073118	5.26
4502	314	Saturday	4	6	0	471	424	35.88111949	2.56
33219	315	Sunday	4	5	1	454	427	47.27466671	4.7
4727	316	Monday	4	4	0	452	430	28.66406341	3.39
7716	317	Tuesday	4	3	0	481	441	34.39447452	3.58
4274	318	Wednesday	4	2	0	495	450	14.87655099	5.85
4895	319	Thurday	4	1	0	487	451	45.01474404	3.46
5559	320	Friday	4	0	0	486	445	54.72611566	2.56
3606	321	Saturday	4	144	0	509	433	35.21068405	4.88
6560	322	Sunday	4	143	0	519	427	40.01749732	4.44
5295	323	Monday	4	142	0	509	409	28.46696301	4.44
5608	324	Tuesday	4	141	0	508	421	23.14865612	3.55
3144	325	Wednesday	4	140	0	517	413	44.26736141	3.14
5015	326	Thurday	4	139	0	536	430	24.08126109	4.56
5760	327	Friday	4	138	0	542	433	23.15399819	5.07
5133	328	Saturday	4	137	0	551	423	22.27738406	6.11
5540	329	Sunday	4	136	0	553	411	18.28220449	3.24
3003	330	Monday	4	135	0	552	421	34.29663209	4.68
5615	331	Tuesday	4	134	0	556	412	29.69474146	5.23
4778	332	Wednesday	4	133	0	570	417	25.44451267	5.33
7091	333	Thurday	4	132	0	579	421	25.43105121	5.33
2850	334	Friday	4	131	0	577	432	23.98875266	4.63
5699	335	Saturday	4	130	0	565	450	29.16925983	4.95
4258	336	Sunday	4	129	0	582	443	29.34755172	5.34
6772	337	Monday	4	128	0	583	448	23.31138688	5.89
5374	338	Tuesday	4	127	0	582	460	28.62909163	4.03
4680	339	Wednesday	4	126	0	562	457	25.19434131	4.34
3283	340	Thurday	4	125	0	569	449	14.35346691	4.4
4830	341	Friday	4	124	0	561	453	34.50257095	2.86
4450	342	Saturday	4	123	0	561	452	30.69158402	3.51
4762	343	Sunday	4	122	0	557	453	24.08480469	4.72
4385	344	Monday	4	121	0	559	461	22.39155314	1.5
5077	345	Tuesday	4	120	0	554	451	39.39024482	3.7
5518	346	Wednesday	4	119	0	546	457	19.75167141	5.18
6351	347	Thurday	4	118	0	541	455	33.94854561	3.62
4106	348	Friday	4	117	0	527	447	28.33712625	4.65
2966	349	Saturday	4	116	0	519	455	32.11394112	5.09
3185	350	Sunday	4	115	0	520	441	37.16471817	3.99
3905	351	Monday	4	114	0	520	448	33.68192395	2.87
4715	352	Tuesday	4	113	0	537	436	30.72840544	3.02
4607	353	Wednesday	4	112	0	525	448	44.58224463	3.62
3846	354	Thurday	4	111	0	530	445	37.79077697	4.07
4889	355	Friday	4	110	0	538	451	33.06317091	2.91
24039	356	Saturday	4	109	1	536	449	27.11823313	4.89
19464	357	Sunday	4	108	0	533	446	5.832189376	4.34
4344	358	Monday	4	107	0	542	439	40.1032798	4.15
3966	359	Tuesday	4	106	0	567	432	29.99684243	6.04
5591	360	Wednesday	4	105	0	553	444	28.26745122	5.58
4672	361	Thurday	4	104	0	551	434	41.95518334	4.36
4301	362	Friday	4	103	0	574	442	36.07582592	3.36
4062	363	Saturday	4	102	0	578	432	33.50107257	5.07
5439	364	Sunday	4	101	0	588	445	34.86441623	4.61
4089	365	Monday	4	100	0	586	463	26.47626209	4.07
